"","nombre","final_family","nusado","n_in_uc","uc"
"196","Chloroleucon dumosum","Fabaceae",87,6,"ESTAÇÃO ECOLÓGICA DE AIUABA,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"197","Clitoria fairchildiana","Fabaceae",162,8,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,PARQUE NACIONAL DA CHAPADA DAS MESAS,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,RESERVA BIOLÓGICA DO ABUFARI"
"198","Copaifera coriacea","Fabaceae",114,16,"ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DE SETE CIDADES,FLORESTA NACIONAL DE CARAJÁS"
"199","Copaifera lucens","Fabaceae",65,10,"RESERVA BIOLÓGICA DO TINGUÁ,PARQUE NACIONAL PAU BRASIL,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA"
"200","Copaifera luetzelburgii","Fabaceae",113,8,"PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ESTAÇÃO ECOLÓGICA DE URUÇUÍ-UNA,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO"
"201","Copaifera marginata","Fabaceae",84,6,"ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,PARQUE ESTADUAL DO JALAPãO,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO"
"202","Copaifera martii","Fabaceae",327,32,"ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,RESERVA EXTRATIVISTA MARINHA DE SOURE,ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,FLORESTA NACIONAL DE CARAJÁS,RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU,RESERVA EXTRATIVISTA ARIÓCA PRUANÃ,PARQUE ESTADUAL DO JALAPãO,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,PARQUE NACIONAL DO ARAGUAIA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA,FLORESTA NACIONAL DE TAPAJÓS"
"203","Copaifera oblongifolia","Fabaceae",110,6,"PARQUE NACIONAL GRANDE SERTÃO VEREDAS,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"204","Copaifera trapezifolia","Fabaceae",100,28,"RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"205","Dalbergia brasiliensis","Fabaceae",110,21,"PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DA CANTAREIRA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE NACIONAL DA SERRA DOS ORGÃOS"
"206","Dicorynia paraensis var. ingens","Fabaceae",38,6,"ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,RESERVA BIOLÓGICA DO UATUMÃ,PARQUE ESTADUAL RIO NEGRO SETOR NORTE,FLORESTA NACIONAL DE TEFÉ"
"207","Diplotropis incexis","Fabaceae",81,28,"RESERVA BIOLOGICA DE PEDRA TALHADA,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO"
"208","Dipteryx lacunifera","Fabaceae",62,1,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA"
"209","Hymenaea eriogyne","Fabaceae",134,17,"PARQUE NACIONAL SERRA DAS CONFUSÕES,PARQUE ESTADUAL DO JALAPãO,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DA SERRA DA CAPIVARA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS"
"210","Hymenaea rubriflora","Fabaceae",99,4,"ÁREA DE PROTEÇÃO AMBIENTAL BARRA DO RIO MAMANGUAPE,RESERVA BIOLÓGICA GUARIBAS"
"211","Hymenaea velutina","Fabaceae",90,14,"ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA"
"212","Inga barbata","Fabaceae",61,17,"ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL DO ITACOLOMI,PARQUE NACIONAL DA SERRA DO DIVISOR,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"213","Inga sessilis","Fabaceae",302,79,"ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES,PARQUE NACIONAL DA SERRA DA BOCAINA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DA SERRA DO MAR,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE NACIONAL DO SUPERAGUI,PARQUE ESTADUAL SERRA DO BRIGADEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE NACIONAL DE CAPARAO,PARQUE ESTADUAL DO ITACOLOMI,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,PARQUE ESTADUAL DO JARAGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL ILHAS E VÁRZEAS DO RIO PARANÁ,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE ESTADUAL DE CAMPOS DO JORDÃO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE NACIONAL DA TIJUCA"
"214","Inga subnuda","Fabaceae",212,49,"ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,RESERVA BIOLOGICA DE PEDRA TALHADA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,RESERVA BIOLÓGICA DE UNA,RESERVA BIOLÓGICA DE SOORETAMA,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL BARRA DO RIO MAMANGUAPE,ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU,PARQUE NACIONAL DO MONTE PASCOAL,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,PARQUE NACIONAL DO DESCOBRIMENTO"
"215","Inga tenuis","Fabaceae",108,17,"ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,RESERVA BIOLÓGICA DE UNA,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,RESERVA BIOLÓGICA AUGUSTO RUSCHI,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"216","Inga vulpina","Fabaceae",63,15,"ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,PARQUE ESTADUAL SERRA DO BRIGADEIRO,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES"
"217","Leucochloron incuriale","Fabaceae",82,19,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DA CANTAREIRA,PARQUE ESTADUAL DO JUQUERY,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS"
"218","Libidibia ferrea","Fabaceae",648,30,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,FLORESTA NACIONAL DE AÇU,PARQUE NACIONAL DO CATIMBAU,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ESTAÇÃO ECOLÓGICA DE AIUABA,RESERVA EXTRATIVISTA DO RIO UNINI,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,RESERVA EXTRATIVISTA MARINHA DE SOURE"
"219","Luetzelburgia auriculata","Fabaceae",245,9,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ESTAÇÃO ECOLÓGICA DO SERIDÓ,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO"
"220","Luetzelburgia bahiensis","Fabaceae",160,9,"ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,PARQUE NACIONAL DA SERRA DA CAPIVARA"
"221","Machaerium cantarellianum","Fabaceae",74,35,"ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,RESERVA BIOLÓGICA DO TINGUÁ,RESERVA BIOLÓGICA AUGUSTO RUSCHI,RESERVA BIOLÓGICA DE SOORETAMA"
"222","Machaerium punctatum","Fabaceae",68,7,"PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU"
"223","Machaerium salzmannii","Fabaceae",82,13,"RESERVA BIOLOGICA DE PEDRA TALHADA,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU"
"224","Macrolobium campestre","Fabaceae",60,4,"PARQUE ESTADUAL SUCUNDURI,PARQUE NACIONAL DA SERRA DO DIVISOR,PARQUE NACIONAL DO JURUENA"
"225","Macrosamanea duckei","Fabaceae",46,7,"ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES,FLORESTA NACIONAL DE SARACÁ-TAQUERA,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA,FLORESTA ESTADUAL MAÚES,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO"
"226","Mimosa gemmulata","Fabaceae",277,19,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL SERRA RICARDO FRANCO,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,PARQUE ESTADUAL GRÃO MOGOL,PARQUE ESTADUAL RIO PRETO,PARQUE ESTADUAL DO MORRO DO CHAPÉU,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA"
"227","Mimosa ophthalmocentra","Fabaceae",328,7,"FLORESTA NACIONAL DE AÇU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,ESTAÇÃO ECOLÓGICA DO SERIDÓ"
"228","Mimosa regnellii","Fabaceae",47,7,"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA"
"229","Moldenhawera blanchetiana","Fabaceae",91,44,"RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA"
"230","Myrocarpus fastigiatus","Fabaceae",45,3,"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ"
"231","Ormosia arborea","Fabaceae",154,24,"PARQUE ESTADUAL DA ILHA DO MEL,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE NACIONAL RESTINGA DE JURUBATIBA,PARQUE ESTADUAL RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,PARQUE ESTADUAL CARLOS BOTELHO,ÁREA DE PROTEÇÃO AMBIENTAL ILHAS E VÁRZEAS DO RIO PARANÁ,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE ESTADUAL DO JARAGUÁ,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE NACIONAL DA TIJUCA,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"232","Ormosia paraensis","Fabaceae",83,11,"FLORESTA NACIONAL DE CARAJÁS,RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,PARQUE NACIONAL SERRA DA MOCIDADE"
"233","Parapiptadenia pterosperma","Fabaceae",84,10,"ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO"
"234","Parkia platycephala","Fabaceae",176,44,"PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO,FLORESTA NACIONAL DE CARAJÁS,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DA CHAPADA DAS MESAS,PARQUE ESTADUAL DO JALAPãO,PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,PARQUE ESTADUAL DO LAJEADO,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO"
"235","Peltogyne pauciflora","Fabaceae",141,8,"PARQUE NACIONAL DO CATIMBAU,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,PARQUE NACIONAL DA TIJUCA"
"236","Piptadenia paniculata","Fabaceae",127,30,"ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,RESERVA BIOLÓGICA DO TINGUÁ,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"237","Pityrocarpa moniliformis","Fabaceae",637,63,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,PARQUE ESTADUAL DO MORRO DO CHAPÉU,PARQUE NACIONAL DE SETE CIDADES,PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DA CHAPADA DIAMANTINA,PARQUE NACIONAL DO CATIMBAU,FLORESTA NACIONAL DE AÇU,RESERVA BIOLÓGICA GUARIBAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA,PARQUE NACIONAL DE BRASÍLIA,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,PARQUE NACIONAL DA SERRA DA CAPIVARA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE"
"238","Platymiscium floribundum","Fabaceae",274,56,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,PARQUE ESTADUAL CARLOS BOTELHO,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE NACIONAL SERRA DAS CONFUSÕES,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ESTAÇÃO ECOLÓGICA DE AIUABA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE ESTADUAL  DA ILHA DO CARDOSO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"239","Poecilanthe falcata","Fabaceae",79,10,"PARQUE NACIONAL DE SETE CIDADES,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,ESTAÇÃO ECOLÓGICA DE AIUABA,ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL"
"240","Poecilanthe ulei","Fabaceae",187,10,"FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU"
"241","Poincianella bracteosa","Fabaceae",313,36,"PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,FLORESTA NACIONAL DE AÇU,ESTAÇÃO ECOLÓGICA DE AIUABA,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DE UBAJARA,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS"
"242","Poincianella gardneriana","Fabaceae",62,3,"FLORESTA NACIONAL DE AÇU,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,ESTAÇÃO ECOLÓGICA DE AIUABA"
"243","Poincianella microphylla","Fabaceae",210,6,"ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DO CATIMBAU,ESTAÇÃO ECOLÓGICA RASO DA CATARINA"
"244","Poincianella pyramidalis","Fabaceae",807,5,"FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE"
"245","Pseudopiptadenia bahiana","Fabaceae",64,10,"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,PARQUE NACIONAL DA CHAPADA DIAMANTINA"
